video_file,brand,frame_path,frame_index,timestamp_s,is_shot_cut,pixel_diff,width,height,brightness,contrast,saturation,sharpness,warm_cool_bias,colourfulness,edge_density,visual_balance,figure_ground_sep,ocr_text,ocr_char_len,nf_neg,nf_neu,nf_pos,nf_compound,nf_label,blip_caption,obj_bus,obj_person,obj_truck,obj_car,obj_all,hl_bus_exterior,hl_bus_exterior_flag,hl_bus_interior,hl_bus_interior_flag,hl_charging_infra,hl_charging_infra_flag,hl_fleet_scale,hl_fleet_scale_flag,hl_govt_ceremony,hl_govt_ceremony_flag,hl_tech_showcase,hl_tech_showcase_flag,hl_passenger_comfort,hl_passenger_comfort_flag,hl_operational_proof,hl_operational_proof_flag,hl_brand_marketing,hl_brand_marketing_flag,theme_technology,theme_technology_flag,theme_comfort,theme_comfort_flag,theme_sustainability,theme_sustainability_flag,theme_reliability,theme_reliability_flag,theme_safety,theme_safety_flag,pxy_trust,pxy_modernity,pxy_comfort,pxy_sustainability,pxy_operational_scale,pxy_visual_production,hl_setting,hl_setting_conf,meta_video_file,meta_brand,meta_fps,meta_total_frames,meta_width,meta_height,meta_resolution,meta_duration_seconds,meta_duration_minutes,meta_file_size_mb,meta_aspect_ratio
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000240.jpg,10,10.0,False,67.404,640,360,124.12,44.81,141.48,342.13,-0.237,71.28,0.0797,0.888,0.429,,0,,,,,no_text,a blue bus is parked in a parking,1,0,0,0,"{""traffic light"": 2, ""bus"": 1}",0.998,True,0.891,True,0.64,True,0.995,True,0.133,False,0.891,True,0.897,True,1.0,True,1.0,True,0.967,True,0.995,True,0.996,True,0.986,True,0.973,True,77.7,36.7,19.6,91.0,61.8,63.2,depot_yard,0.936,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000264.jpg,11,11.0,False,76.813,640,360,170.89,79.13,64.17,772.99,-0.068,58.19,0.0907,0.898,0.683,,0,,,,,no_text,a blue truck parked in a parking lot,1,8,0,0,"{""person"": 8, ""bus"": 1}",0.931,True,0.725,True,0.161,False,0.919,True,0.996,True,0.178,False,0.799,True,1.0,True,1.0,True,0.993,True,1.0,True,0.997,True,0.992,True,0.996,True,96.9,7.1,46.0,82.8,67.1,95.9,depot_yard,0.89,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000288.jpg,12,12.0,False,53.148,640,360,156.87,80.91,81.58,530.83,-0.097,70.05,0.0829,0.967,0.652,,0,,,,,no_text,a blue bus parked on a blue platform,1,3,0,0,"{""person"": 3, ""bus"": 1}",0.885,True,0.455,False,0.085,False,0.785,True,0.982,True,0.306,False,0.774,True,1.0,True,1.0,True,0.983,True,1.0,True,0.987,True,0.998,True,0.992,True,96.2,7.9,23.6,80.0,49.7,94.4,depot_yard,0.673,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000312.jpg,13,13.0,False,55.462,640,360,143.09,82.06,100.05,621.82,-0.137,86.43,0.077,0.863,0.651,,0,,,,,no_text,a man standing next to a large truck,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.915,True,0.287,False,0.058,False,0.798,True,0.962,True,0.599,True,0.432,False,1.0,True,1.0,True,0.92,True,0.997,True,0.992,True,0.991,True,0.904,True,82.1,2.0,13.6,38.6,49.1,90.1,depot_yard,0.68,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000336.jpg,14,14.0,False,54.028,640,360,125.25,77.7,107.72,607.09,-0.156,79.45,0.0798,0.842,0.555,,0,,,,,no_text,a man standing next to a blue bus,1,5,0,0,"{""person"": 5, ""bus"": 1}",0.998,True,0.98,True,0.808,True,0.999,True,0.977,True,0.906,True,0.991,True,0.946,True,0.999,True,0.983,True,0.999,True,0.994,True,0.986,True,0.89,True,92.2,98.9,32.0,99.5,38.0,74.9,govt_ceremony,0.335,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000360.jpg,15,15.0,False,73.358,640,360,133.2,42.62,64.32,211.06,-0.086,58.2,0.0422,0.879,0.666,"it

   

zi Oléctra

ee eee
aE ae

. io ae",42,0.0,1.0,0.0,0.0,neutral,a blue car with a white and black logo,0,0,0,0,{},0.922,True,0.968,True,0.921,True,0.974,True,0.263,False,0.867,True,0.966,True,0.579,True,0.966,True,0.943,True,0.916,True,0.969,True,0.973,True,0.422,False,88.8,89.9,46.9,92.8,73.0,69.2,studio_launch,0.781,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000384.jpg,16,16.0,True,79.399,640,360,201.23,58.76,19.32,629.81,0.01,19.53,0.0825,0.856,0.532,"wis
| b= ! ae
“pe: 4",20,0.0,1.0,0.0,0.0,neutral,a bus with many plastic bags on the seats,0,0,0,0,{},0.012,False,0.981,True,0.031,False,0.6,True,0.898,True,0.004,False,0.067,False,1.0,True,0.999,True,0.929,True,1.0,True,0.912,True,0.814,True,0.992,True,97.9,65.1,95.0,92.1,86.8,96.5,depot_yard,0.721,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000408.jpg,17,17.0,False,44.716,640,360,202.36,60.92,19.24,403.06,0.013,19.31,0.0665,0.867,0.627,"a= ua i

it ‘pe
| hee
i. I i ma i

peel",39,0.0,1.0,0.0,0.0,neutral,a bus with many seats and a lot of plastic bags,0,0,0,0,{},0.012,False,0.963,True,0.012,False,0.289,False,0.104,False,0.002,False,0.051,False,1.0,True,0.999,True,0.773,True,1.0,True,0.847,True,0.912,True,0.968,True,97.4,87.4,95.3,97.5,76.6,95.7,depot_yard,0.492,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000432.jpg,18,18.0,False,28.569,640,360,202.58,61.78,19.47,393.63,0.013,19.28,0.0672,0.851,0.626,"hi Sul

) a ca |

uy b Ft ea).",30,0.0,1.0,0.0,0.0,neutral,a bus with many seats and a television screen,0,0,0,0,{},0.088,False,0.993,True,0.006,False,0.205,False,0.023,False,0.003,False,0.065,False,1.0,True,1.0,True,0.624,True,1.0,True,0.904,True,0.94,True,0.837,True,95.0,61.5,92.5,96.4,77.4,82.2,depot_yard,0.641,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000456.jpg,19,19.0,False,32.505,640,360,203.53,60.33,19.48,402.65,0.014,19.66,0.0656,0.861,0.616,"a ane

f ig mi james m= |
16% i yall”

lig

A Ir Wy ea }",56,0.0,1.0,0.0,0.0,neutral,a bus with many seats and a lot of bags,0,0,0,0,{},0.097,False,0.993,True,0.007,False,0.32,False,0.058,False,0.001,False,0.101,False,1.0,True,1.0,True,0.679,True,1.0,True,0.869,True,0.938,True,0.897,True,95.8,84.0,95.2,98.6,77.2,90.5,depot_yard,0.495,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000480.jpg,20,20.0,False,39.658,640,360,195.55,65.3,21.87,515.34,0.016,20.43,0.0693,0.81,0.587,,0,,,,,no_text,a bus with many seats and a television screen,0,0,0,0,{},0.09,False,0.993,True,0.014,False,0.306,False,0.059,False,0.003,False,0.142,False,1.0,True,0.999,True,0.639,True,1.0,True,0.954,True,0.935,True,0.922,True,94.3,76.7,96.5,98.8,81.0,91.8,depot_yard,0.584,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000504.jpg,21,21.0,False,33.205,640,360,194.35,65.25,21.63,664.52,0.015,19.94,0.0751,0.817,0.554,,0,,,,,no_text,a bus with many seats and a lot of plastic bags,0,0,0,0,{},0.212,False,0.994,True,0.004,False,0.433,False,0.033,False,0.002,False,0.142,False,1.0,True,0.999,True,0.641,True,1.0,True,0.887,True,0.921,True,0.775,True,94.9,56.9,94.4,97.2,73.2,83.6,depot_yard,0.593,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000528.jpg,22,22.0,False,37.113,640,360,196.8,61.26,20.81,670.42,0.014,20.25,0.0852,0.857,0.54,"wis

as ay Ne",13,0.0,1.0,0.0,0.0,neutral,a bus with many white plastic bags on the seats,0,0,0,0,{},0.027,False,0.985,True,0.004,False,0.149,False,0.068,False,0.002,False,0.046,False,1.0,True,0.999,True,0.783,True,1.0,True,0.833,True,0.863,True,0.918,True,95.7,37.6,92.8,91.1,67.1,76.2,depot_yard,0.689,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000552.jpg,23,23.0,False,74.608,640,360,170.73,77.85,34.59,108.04,0.027,28.36,0.0272,0.755,0.432,"i, 7 \ ;

|

£ i. I 7

—",24,0.0,1.0,0.0,0.0,neutral,a man is riding in a bus with a bunch of bags,0,0,0,0,{},0.176,False,0.988,True,0.004,False,0.089,False,0.002,False,0.003,False,0.112,False,1.0,True,0.976,True,0.113,False,0.836,True,0.599,True,0.727,True,0.044,False,51.1,11.8,85.3,51.5,69.6,5.3,depot_yard,0.551,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000576.jpg,24,24.0,True,101.1,640,360,123.88,79.42,42.08,158.03,0.023,26.4,0.0258,0.92,0.512,,0,,,,,no_text,a man is sitting in the back of a bus,0,0,0,0,{},0.03,False,0.987,True,0.02,False,0.012,False,0.029,False,0.024,False,0.135,False,0.998,True,0.987,True,0.589,True,0.947,True,0.709,True,0.545,True,0.13,False,86.1,3.9,69.0,85.2,36.1,27.6,urban_road,0.297,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000600.jpg,25,25.0,False,20.817,640,360,115.43,78.59,40.97,100.96,0.018,24.09,0.0211,0.823,0.517,,0,,,,,no_text,a black carpet is in the back of a car,0,0,0,0,{},0.085,False,0.82,True,0.193,False,0.016,False,0.028,False,0.05,False,0.076,False,0.936,True,0.982,True,0.41,False,0.902,True,0.706,True,0.832,True,0.08,False,85.9,50.2,72.4,98.4,61.2,42.5,urban_road,0.308,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000624.jpg,26,26.0,False,45.923,640,360,113.09,75.88,46.35,42.69,0.04,29.98,0.0134,0.859,0.498,,0,,,,,no_text,a man is standing in a room with a black wall,0,0,0,0,{},0.338,False,0.992,True,0.049,False,0.022,False,0.008,False,0.013,False,0.079,False,1.0,True,0.986,True,0.155,False,0.745,True,0.631,True,0.637,True,0.075,False,47.0,12.8,68.4,83.0,83.2,11.6,depot_yard,0.509,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000648.jpg,27,27.0,False,60.098,640,360,88.98,63.89,50.34,37.44,0.037,29.17,0.0085,0.921,0.533,,0,,,,,no_text,a black and white cat sitting on a yellow chair,0,0,0,0,{},0.078,False,0.984,True,0.011,False,0.017,False,0.001,False,0.005,False,0.123,False,1.0,True,0.981,True,0.082,False,0.536,True,0.622,True,0.204,False,0.024,False,33.6,4.7,60.5,45.5,81.4,2.9,govt_ceremony,0.296,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000672.jpg,28,28.0,False,34.793,640,360,61.85,27.13,45.39,17.55,-0.012,18.56,0.0043,0.871,0.503,,0,,,,,no_text,a black roll of black foam on a yellow wall,0,0,0,0,{},0.035,False,0.167,False,0.083,False,0.024,False,0.009,False,0.092,False,0.116,False,0.995,True,0.853,True,0.369,False,0.409,False,0.867,True,0.172,False,0.028,False,55.0,16.6,47.2,45.5,76.8,13.9,urban_road,0.35,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000696.jpg,29,29.0,False,16.697,640,360,70.92,43.84,49.8,26.24,-0.003,21.89,0.005,0.942,0.41,,0,,,,,no_text,a man is doing a trick on a skateboard,0,0,0,0,{},0.031,False,0.373,False,0.088,False,0.004,False,0.005,False,0.076,False,0.073,False,0.955,True,0.724,True,0.092,False,0.199,False,0.479,False,0.562,True,0.028,False,47.9,21.0,59.4,79.6,74.5,9.2,govt_ceremony,0.398,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000720.jpg,30,30.0,False,46.58,640,360,107.62,75.46,51.08,56.68,0.044,35.64,0.0145,0.889,0.4,,0,,,,,no_text,a man is standing on a ladder in a room,0,0,0,0,{},0.258,False,0.651,True,0.032,False,0.008,False,0.005,False,0.166,False,0.162,False,0.996,True,0.964,True,0.195,False,0.388,False,0.682,True,0.264,False,0.011,False,47.4,4.4,24.7,44.6,74.5,6.8,rural_highway,0.393,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000744.jpg,31,31.0,False,42.474,640,360,107.3,75.31,50.09,51.58,0.048,32.32,0.0105,0.982,0.493,,0,,,,,no_text,a man is standing on a ladder in a building,0,0,0,0,{},0.014,False,0.225,False,0.097,False,0.003,False,0.002,False,0.027,False,0.076,False,0.978,True,0.583,True,0.049,False,0.055,False,0.611,True,0.385,False,0.002,False,55.8,15.8,27.9,68.8,85.3,7.9,urban_road,0.353,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000768.jpg,32,32.0,False,54.879,640,360,61.52,31.21,57.49,62.36,-0.002,22.82,0.0054,0.929,0.551,,0,,,,,no_text,a man in a suit and tie is walking down the stairs,0,0,0,0,{},0.304,False,0.199,False,0.071,False,0.044,False,0.016,False,0.124,False,0.184,False,0.928,True,0.987,True,0.209,False,0.356,False,0.593,True,0.242,False,0.096,False,56.8,7.9,26.7,69.7,54.3,20.6,depot_yard,0.369,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000792.jpg,33,33.0,False,13.441,640,360,65.43,34.06,58.62,12.41,0.004,24.77,0.004,0.927,0.491,,0,,,,,no_text,a man is standing on a skateboard,0,0,0,0,{},0.31,False,0.068,False,0.136,False,0.012,False,0.004,False,0.028,False,0.099,False,0.992,True,0.9,True,0.035,False,0.031,False,0.332,False,0.266,False,0.01,False,23.7,11.4,44.5,28.3,86.0,3.7,urban_road,0.513,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000816.jpg,34,34.0,False,71.326,640,360,135.15,80.46,47.1,51.92,0.039,31.79,0.0187,0.837,0.484,,0,,,,,no_text,a man is holding a gun in his hand,0,0,0,0,{},0.132,False,0.986,True,0.03,False,0.021,False,0.005,False,0.012,False,0.152,False,0.999,True,0.922,True,0.246,False,0.592,True,0.579,True,0.454,False,0.019,False,47.7,42.5,65.3,84.7,75.4,6.5,urban_road,0.372,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000840.jpg,35,35.0,False,45.734,640,360,157.53,77.93,42.26,127.63,0.042,33.13,0.0324,0.915,0.518,,0,,,,,no_text,a man is sitting in the back of a plane,0,0,0,0,{},0.038,False,0.982,True,0.014,False,0.034,False,0.012,False,0.036,False,0.199,False,1.0,True,0.996,True,0.361,False,0.975,True,0.832,True,0.637,True,0.092,False,77.8,18.6,72.4,91.9,70.5,47.0,studio_launch,0.342,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
olectra.mp4,OLECTRA,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/olectra/frame_000864.jpg,36,36.0,False,37.445,640,360,147.96,78.33,43.77,150.26,0.039,32.35,0.0329,0.797,0.521,,0,,,,,no_text,a bus with a large black carpet,0,0,0,0,{},0.037,False,0.954,True,0.013,False,0.017,False,0.007,False,0.004,False,0.12,False,1.0,True,0.966,True,0.135,False,0.587,True,0.561,True,0.584,True,0.02,False,72.0,23.3,77.5,81.5,81.4,13.2,urban_road,0.273,olectra.mp4,OLECTRA,24.0,23280,640,360,640x360,970.0,16.17,63.46,1.778
