video_file,brand,frame_path,frame_index,timestamp_s,is_shot_cut,pixel_diff,width,height,brightness,contrast,saturation,sharpness,warm_cool_bias,colourfulness,edge_density,visual_balance,figure_ground_sep,ocr_text,ocr_char_len,nf_neg,nf_neu,nf_pos,nf_compound,nf_label,blip_caption,obj_bus,obj_person,obj_truck,obj_car,obj_all,hl_bus_exterior,hl_bus_exterior_flag,hl_bus_interior,hl_bus_interior_flag,hl_charging_infra,hl_charging_infra_flag,hl_fleet_scale,hl_fleet_scale_flag,hl_govt_ceremony,hl_govt_ceremony_flag,hl_tech_showcase,hl_tech_showcase_flag,hl_passenger_comfort,hl_passenger_comfort_flag,hl_operational_proof,hl_operational_proof_flag,hl_brand_marketing,hl_brand_marketing_flag,theme_technology,theme_technology_flag,theme_comfort,theme_comfort_flag,theme_sustainability,theme_sustainability_flag,theme_reliability,theme_reliability_flag,theme_safety,theme_safety_flag,pxy_trust,pxy_modernity,pxy_comfort,pxy_sustainability,pxy_operational_scale,pxy_visual_production,hl_setting,hl_setting_conf,meta_video_file,meta_brand,meta_fps,meta_total_frames,meta_width,meta_height,meta_resolution,meta_duration_seconds,meta_duration_minutes,meta_file_size_mb,meta_aspect_ratio
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000720.jpg,24,24.0,True,60.954,640,360,105.12,62.42,87.55,1367.39,-0.104,56.15,0.1241,0.905,0.578,,0,,,,,no_text,two buses parked in a parking with people walking by,2,2,0,0,"{""bus"": 2, ""person"": 2}",0.983,True,0.723,True,0.24,False,0.799,True,0.507,True,0.668,True,0.917,True,1.0,True,1.0,True,0.408,False,0.874,True,0.935,True,0.93,True,0.113,False,63.6,82.3,70.3,99.3,78.9,55.5,depot_yard,0.697,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000750.jpg,25,25.0,True,63.074,640,360,102.73,60.45,88.02,1699.77,-0.102,57.78,0.1467,0.905,0.561,,0,,,,,no_text,two buses parked in a parking with a sign,2,1,0,0,"{""bus"": 2, ""person"": 1}",0.995,True,0.793,True,0.377,False,0.436,False,0.784,True,0.694,True,0.86,True,1.0,True,1.0,True,0.893,True,1.0,True,0.998,True,0.991,True,0.845,True,78.8,86.0,47.3,99.7,64.8,80.6,urban_road,0.649,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000780.jpg,26,26.0,True,61.946,640,360,100.97,61.69,89.6,1455.56,-0.102,57.63,0.1361,0.911,0.59,,0,,,,,no_text,a bus is parked in a garage,1,1,0,0,"{""person"": 1, ""bus"": 1}",0.994,True,0.44,False,0.46,False,0.292,False,0.32,False,0.903,True,0.835,True,1.0,True,1.0,True,0.865,True,0.998,True,0.996,True,0.987,True,0.819,True,78.3,97.3,42.0,99.9,64.8,84.2,urban_road,0.595,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000810.jpg,27,27.0,True,63.096,640,360,88.73,58.18,112.04,1475.08,-0.169,72.74,0.1303,0.813,0.566,,0,,,,,no_text,two buses parked in a parking next to each other buses,2,2,0,0,"{""bus"": 2, ""person"": 2}",0.991,True,0.751,True,0.08,False,0.441,False,0.292,False,0.814,True,0.447,False,1.0,True,1.0,True,0.675,True,0.989,True,0.99,True,0.948,True,0.404,False,71.7,88.6,27.7,99.7,52.0,51.6,depot_yard,0.577,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000840.jpg,28,28.0,False,53.585,640,360,88.92,59.52,124.67,1299.59,-0.209,81.07,0.1214,0.823,0.571,,0,,,,,no_text,two buses parked in front of a building,2,2,0,0,"{""person"": 2, ""bus"": 2}",0.998,True,0.967,True,0.381,False,0.91,True,0.561,True,0.834,True,0.784,True,1.0,True,1.0,True,0.905,True,0.995,True,0.984,True,0.971,True,0.685,True,79.2,99.1,28.4,99.9,55.2,49.0,urban_road,0.51,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000870.jpg,29,29.0,False,50.675,640,360,85.38,60.62,131.43,1432.52,-0.229,79.54,0.117,0.807,0.598,,0,,,,,no_text,two buses are parked in a parking,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.996,True,0.947,True,0.643,True,0.986,True,0.39,False,0.885,True,0.904,True,1.0,True,1.0,True,0.893,True,0.966,True,0.967,True,0.951,True,0.945,True,76.5,96.0,45.3,99.6,76.8,52.3,depot_yard,0.899,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000900.jpg,30,30.0,False,33.293,640,360,83.3,58.95,125.49,1071.61,-0.22,78.18,0.1057,0.794,0.623,,0,,,,,no_text,two buses parked in a parking next to each other buses,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.992,True,0.957,True,0.42,False,0.996,True,0.67,True,0.764,True,0.886,True,1.0,True,1.0,True,0.873,True,0.952,True,0.987,True,0.981,True,0.908,True,80.9,80.8,64.1,98.7,81.0,45.1,depot_yard,0.953,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000930.jpg,31,31.0,False,37.825,640,360,86.29,59.19,119.81,875.48,-0.2,76.5,0.0983,0.818,0.598,,0,,,,,no_text,two buses are parked in a parking,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.991,True,0.892,True,0.173,False,0.897,True,0.526,True,0.73,True,0.75,True,1.0,True,1.0,True,0.737,True,0.986,True,0.984,True,0.99,True,0.652,True,71.2,71.7,49.6,99.3,65.2,56.4,depot_yard,0.952,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000960.jpg,32,32.0,False,49.156,640,360,87.06,59.33,124.23,1448.91,-0.207,81.95,0.1174,0.743,0.569,,0,,,,,no_text,two buses parked in front of a building,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.994,True,0.877,True,0.161,False,0.657,True,0.392,False,0.859,True,0.711,True,1.0,True,1.0,True,0.705,True,0.979,True,0.99,True,0.974,True,0.495,False,58.3,94.6,45.0,99.8,69.1,58.5,depot_yard,0.681,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_000990.jpg,33,33.0,False,37.05,640,360,84.98,58.56,125.9,1371.75,-0.212,81.79,0.1147,0.756,0.588,,0,,,,,no_text,two buses parked next to each other buses,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.997,True,0.981,True,0.255,False,0.291,False,0.302,False,0.69,True,0.702,True,1.0,True,1.0,True,0.618,True,0.959,True,0.966,True,0.951,True,0.311,False,42.2,95.9,41.3,99.4,85.0,39.6,depot_yard,0.921,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_001020.jpg,34,34.0,False,38.778,640,360,78.1,55.94,134.32,1269.15,-0.245,85.13,0.104,0.749,0.601,,0,,,,,no_text,two buses parked next to each other buses,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.996,True,0.822,True,0.378,False,0.595,True,0.356,False,0.968,True,0.601,True,1.0,True,1.0,True,0.889,True,0.964,True,0.964,True,0.977,True,0.42,False,44.6,97.8,34.3,99.8,81.7,48.5,depot_yard,0.768,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_001050.jpg,35,35.0,False,41.916,640,360,74.87,51.83,147.24,1168.04,-0.3,93.54,0.087,0.7,0.592,,0,,,,,no_text,two buses are parked next to each other buses,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.998,True,0.969,True,0.328,False,0.64,True,0.26,False,0.969,True,0.678,True,1.0,True,1.0,True,0.774,True,0.897,True,0.97,True,0.967,True,0.282,False,56.7,95.7,56.1,99.5,93.5,29.0,depot_yard,0.541,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
switch.mp4,SWITCH,/content/drive/MyDrive/Phase_3_Video_Analytics/Video_Analytics/outputs/frames/switch/frame_001080.jpg,36,36.0,False,32.074,640,360,77.52,50.21,155.2,1414.8,-0.332,102.78,0.0923,0.676,0.57,,0,,,,,no_text,two buses parked next to each other buses,2,1,0,0,"{""person"": 1, ""bus"": 2}",0.999,True,0.958,True,0.271,False,0.947,True,0.446,False,0.793,True,0.923,True,1.0,True,1.0,True,0.83,True,0.979,True,0.971,True,0.972,True,0.61,True,63.5,94.3,35.8,99.9,51.6,64.0,urban_road,0.369,switch.mp4,SWITCH,29.97,15330,640,360,640x360,511.51,8.53,43.08,1.778
